,Origin,Destination,distance
657,22508.0,21909.0,1406.0590000000004
658,22206.0,21909.0,676.184
659,20426.0,21909.0,2511.5059999999994
660,22810.0,21909.0,1704.3439999999998
661,22506.0,21909.0,1015.6690000000003
662,22208.0,21909.0,733.6179999999999
663,22809.0,21909.0,1468.0099999999995
664,21016.0,21909.0,1356.7329999999997
665,21611.0,21909.0,516.1709999999999
666,22811.0,21909.0,1845.3940000000005
667,21313.0,21909.0,921.288
668,21612.0,21909.0,706.1320000000002
669,20425.0,21909.0,2384.8199999999997
670,21017.0,21909.0,1416.654
671,20721.0,21909.0,1986.9180000000003
672,22207.0,21909.0,529.234
673,22505.0,21909.0,955.3319999999998
674,21315.0,21909.0,1416.6699999999998
675,23114.0,21909.0,2269.0829999999996
676,22209.0,21909.0,980.768
677,22210.0,21909.0,1774.4500000000005
678,21018.0,21909.0,1796.477
679,21908.0,21909.0,708.1959999999998
680,21314.0,21909.0,1053.09
681,21019.0,21909.0,2544.432999999999
682,21912.0,21909.0,1969.0430000000001
683,22812.0,21910.0,2149.2380000000003
684,21017.0,21910.0,1317.58
685,21908.0,21910.0,1239.0479999999998
686,22206.0,21910.0,1220.862
687,21912.0,21910.0,1422.346
688,22210.0,21910.0,1393.6779999999999
689,22508.0,21910.0,1213.6999999999996
690,22506.0,21910.0,1026.094
691,23114.0,21910.0,2086.1800000000003
692,21909.0,21910.0,546.697
693,21911.0,21910.0,500.207
694,21313.0,21910.0,1063.8069999999998
695,21614.0,21910.0,1169.8200000000002
696,21315.0,21910.0,957.974
697,22810.0,21910.0,1529.8550000000005
698,22811.0,21910.0,1653.035
699,22207.0,21910.0,743.4269999999999
700,20721.0,21910.0,1629.2350000000004
701,21018.0,21910.0,1339.0120000000004
702,22507.0,21910.0,1046.8220000000001
703,21019.0,21910.0,2086.3289999999997
704,21314.0,21910.0,871.0449999999998
705,21612.0,21910.0,456.61099999999993
706,21611.0,21910.0,676.7690000000001
707,20426.0,21910.0,2424.2290000000003
708,22209.0,21910.0,768.66
709,20719.0,21910.0,1935.8650000000005
710,21316.0,21910.0,1295.6730000000005
711,22505.0,21910.0,1500.0100000000004
712,21016.0,21910.0,1499.2519999999997
713,22208.0,21910.0,556.964
714,22809.0,21910.0,1343.754
715,23113.0,21910.0,1906.8530000000005
716,22509.0,21910.0,1669.3
